product,metal,width,optical_code,height_40,height_70,height_110,height_200,timestamp_first,timestamp_last
journal,False,10,B061036,True,True,True,True,2024-11-14 14:43:03.348495,2024-11-14 14:43:03.476083
bouteille_b,False,77,W013003,True,True,True,False,2024-11-14 14:43:03.478645,2024-11-14 14:43:03.515038
tetrapak,False,48,B071011,True,True,False,False,2024-11-14 14:43:03.581308,2024-11-14 14:43:03.599706
carton_petit,False,75,B086030,True,True,False,False,2024-11-14 14:43:03.689836,2024-11-14 14:43:03.724293
conserve,True,108,S036005,True,True,False,False,2024-11-14 14:43:03.811700,2024-11-14 14:43:03.861756
carton_grand,False,5,B091020,True,True,True,True,2024-11-14 14:43:03.925907,2024-11-14 14:43:03.997082
conserve,True,87,S028004,True,True,False,False,2024-11-14 14:43:04.022461,2024-11-14 14:43:04.070667
carton_grand,False,3,B079023,True,True,True,True,2024-11-14 14:43:04.121311,2024-11-14 14:43:04.190488
journal,False,301,B083055,True,True,True,True,2024-11-14 14:43:04.287537,2024-11-14 14:43:04.292524
tetrapak,False,48,B065016,True,False,False,False,2024-11-14 14:43:04.381172,2024-11-14 14:43:04.414059
journal,False,263,B076041,False,False,False,False,2024-11-14 14:43:04.533200,2024-11-14 14:43:04.669725
bouteille_b,False,72,W010005,True,True,True,True,2024-11-14 14:43:04.641483,2024-11-14 14:43:04.673596
bouteille_t,False,78,T085093,True,True,True,False,2024-11-14 14:43:04.813334,2024-11-14 14:43:04.840283
journal,False,369,B036027,False,False,False,False,2024-11-14 14:43:04.886138,2024-11-14 14:43:05.011910
dechet,False,112,B024033,True,True,False,False,2024-11-14 14:43:05.007496,2024-11-14 14:43:05.040837
journal,False,365,B088048,True,True,True,True,2024-11-14 14:43:05.185179,2024-11-14 14:43:05.188788
journal,False,11,B030033,True,True,True,True,2024-11-14 14:43:05.246171,2024-11-14 14:43:05.339193
carton_petit,False,102,B065018,True,False,False,False,2024-11-14 14:43:05.328125,2024-11-14 14:43:05.378827
yaourt,False,68,W063009,True,False,False,False,2024-11-14 14:43:05.486766,2024-11-14 14:43:05.517894
bouteille_t,False,38,T051100,True,True,False,False,2024-11-14 14:43:05.589261,2024-11-14 14:43:05.667352
dechet,False,70,W048010,True,False,False,False,2024-11-14 14:43:05.727631,2024-11-14 14:43:05.753060
tetrapak,False,52,B078011,False,False,False,False,2024-11-14 14:43:05.839409,2024-11-14 14:43:05.864308
yaourt,False,44,W040010,True,False,False,False,2024-11-14 14:43:05.940060,2024-11-14 14:43:05.960261
yaourt,False,81,W056009,True,True,False,False,2024-11-14 14:43:06.082190,2024-11-14 14:43:06.117622
dechet,False,112,T023084,True,True,False,False,2024-11-14 14:43:06.140036,2024-11-14 14:43:06.174081
conserve,True,79,S033002,True,True,True,False,2024-11-14 14:43:06.252048,2024-11-14 14:43:06.286490
bouteille_b,False,73,W015004,True,True,False,False,2024-11-14 14:43:06.405372,2024-11-14 14:43:06.495445
bouteille_b,False,55,W010007,True,False,False,False,2024-11-14 14:43:06.511544,2024-11-14 14:43:06.567746
journal,False,270,B052059,True,True,True,True,2024-11-14 14:43:06.616248,2024-11-14 14:43:06.621287
carton_petit,False,86,B089005,True,True,False,False,2024-11-14 14:43:06.727666,2024-11-14 14:43:06.771253
carton_grand,False,189,B082015,True,True,True,True,2024-11-14 14:43:06.831290,2024-11-14 14:43:06.833370
journal,False,266,B033076,True,True,True,True,2024-11-14 14:43:06.898315,2024-11-14 14:43:06.903135
tetrapak,False,53,B061006,True,False,False,False,2024-11-14 14:43:06.986463,2024-11-14 14:43:07.011896
canette,True,53,S040002,True,False,False,False,2024-11-14 14:43:07.122107,2024-11-14 14:43:07.147166
carton_petit,False,110,B046025,True,True,False,False,2024-11-14 14:43:07.179954,2024-11-14 14:43:07.223692
dechet,False,5,B069017,True,True,True,False,2024-11-14 14:43:07.272748,2024-11-14 14:43:07.387648
bouteille_b,False,68,W007002,True,True,True,False,2024-11-14 14:43:07.348573,2024-11-14 14:43:07.381975
tetrapak,False,29,B057009,True,False,False,False,2024-11-14 14:43:07.430797,2024-11-14 14:43:07.449134
carton_petit,False,71,B084014,True,True,False,False,2024-11-14 14:43:07.536812,2024-11-14 14:43:07.579580
bouteille_b,False,187,W002003,True,True,False,False,2024-11-14 14:43:07.561449,2024-11-14 14:43:07.586528
yaourt,False,76,W017014,True,False,False,False,2024-11-14 14:43:07.605040,2024-11-14 14:43:07.638153
carton_petit,False,99,B104023,True,True,False,False,2024-11-14 14:43:07.736238,2024-11-14 14:43:07.781429
conserve,True,94,S024004,True,True,True,False,2024-11-14 14:43:07.816368,2024-11-14 14:43:07.857037
yaourt,False,55,W046006,True,False,False,False,2024-11-14 14:43:07.932420,2024-11-14 14:43:07.957012
carton_grand,False,5,B071018,True,True,True,False,2024-11-14 14:43:08.022123,2024-11-14 14:43:08.179283
conserve,True,117,S019006,True,True,False,False,2024-11-14 14:43:08.088000,2024-11-14 14:43:08.114576
dechet,False,3,B117011,True,True,True,True,2024-11-14 14:43:08.244679,2024-11-14 14:43:08.351796
dechet,False,75,T056071,True,True,False,False,2024-11-14 14:43:08.385504,2024-11-14 14:43:08.430535
canette,True,69,S042003,True,True,False,False,2024-11-14 14:43:08.526752,2024-11-14 14:43:08.549167
tetrapak,False,57,B088006,True,False,False,False,2024-11-14 14:43:08.653291,2024-11-14 14:43:08.690365
conserve,True,66,S037002,True,True,False,False,2024-11-14 14:43:08.779756,2024-11-14 14:43:08.838356
dechet,False,77,W041007,True,True,False,False,2024-11-14 14:43:08.897457,2024-11-14 14:43:08.921666
tetrapak,False,54,B100010,True,False,False,False,2024-11-14 14:43:09.040838,2024-11-14 14:43:09.063075
journal,False,306,B067051,False,False,False,False,2024-11-14 14:43:09.176456,2024-11-14 14:43:09.294707
dechet,False,95,T028122,True,True,False,False,2024-11-14 14:43:09.246461,2024-11-14 14:43:09.285581
canette,True,63,S045006,True,False,False,False,2024-11-14 14:43:09.398259,2024-11-14 14:43:09.444149
journal,False,8,B068067,True,True,True,True,2024-11-14 14:43:09.534497,2024-11-14 14:43:09.715827
carton_grand,False,367,B079005,False,False,False,False,2024-11-14 14:43:09.633779,2024-11-14 14:43:09.718068
canette,True,59,S036004,True,True,False,False,2024-11-14 14:43:09.756995,2024-11-14 14:43:09.786521
bouteille_t,False,204,T031129,True,False,False,False,2024-11-14 14:43:09.819951,2024-11-14 14:43:09.852621
yaourt,False,59,W041007,True,False,False,False,2024-11-14 14:43:09.923756,2024-11-14 14:43:09.943454
dechet,False,76,W033011,True,False,False,False,2024-11-14 14:43:10.020843,2024-11-14 14:43:10.040355
carton_grand,False,3,B061014,True,True,True,False,2024-11-14 14:43:10.097127,2024-11-14 14:43:10.249341
yaourt,False,36,W027007,True,False,False,False,2024-11-14 14:43:10.165740,2024-11-14 14:43:10.196509
dechet,False,155,B090006,True,True,True,False,2024-11-14 14:43:10.285834,2024-11-14 14:43:10.288492
bouteille_b,False,142,W012000,True,False,False,False,2024-11-14 14:43:10.413719,2024-11-14 14:43:10.446270
carton_petit,False,82,B095022,True,True,False,False,2024-11-14 14:43:10.532873,2024-11-14 14:43:10.575846
yaourt,False,66,W035009,True,True,False,False,2024-11-14 14:43:10.622821,2024-11-14 14:43:10.637303
bouteille_t,False,53,T052032,True,False,False,False,2024-11-14 14:43:10.727609,2024-11-14 14:43:10.817287
yaourt,False,50,W034008,True,True,False,False,2024-11-14 14:43:10.813149,2024-11-14 14:43:10.844021
bouteille_b,False,73,W013005,True,True,False,False,2024-11-14 14:43:10.949540,2024-11-14 14:43:11.041996
yaourt,False,61,W039016,True,False,False,False,2024-11-14 14:43:11.047743,2024-11-14 14:43:11.073053
carton_petit,False,65,B143029,True,True,False,False,2024-11-14 14:43:11.226755,2024-11-14 14:43:11.281802
yaourt,False,34,W040012,True,True,False,False,2024-11-14 14:43:11.328327,2024-11-14 14:43:11.351531
tetrapak,False,56,B062013,True,True,False,False,2024-11-14 14:43:11.417334,2024-11-14 14:43:11.445563
carton_petit,False,102,B110016,True,True,False,False,2024-11-14 14:43:11.555444,2024-11-14 14:43:11.596865
carton_grand,False,206,B141009,False,False,False,False,2024-11-14 14:43:11.732046,2024-11-14 14:43:11.849907
carton_petit,False,68,B067023,True,True,True,False,2024-11-14 14:43:11.816739,2024-11-14 14:43:11.858109
dechet,False,71,B016073,True,True,False,False,2024-11-14 14:43:11.900898,2024-11-14 14:43:11.942248
dechet,False,4,B076012,True,True,True,False,2024-11-14 14:43:12.002538,2024-11-14 14:43:12.093305
dechet,False,236,B091000,False,False,False,False,2024-11-14 14:43:12.124067,2024-11-14 14:43:12.224083
dechet,False,65,W019016,True,False,False,False,2024-11-14 14:43:12.180420,2024-11-14 14:43:12.206149
dechet,False,177,B078020,True,True,True,True,2024-11-14 14:43:12.285215,2024-11-14 14:43:12.287298
carton_grand,False,253,B109023,True,True,True,True,2024-11-14 14:43:12.422636,2024-11-14 14:43:12.425115
canette,True,75,S018004,True,True,True,False,2024-11-14 14:43:12.485842,2024-11-14 14:43:12.511431
carton_petit,False,113,B103005,True,True,False,False,2024-11-14 14:43:12.614862,2024-11-14 14:43:12.651368
conserve,True,139,S036005,True,True,False,False,2024-11-14 14:43:12.734906,2024-11-14 14:43:12.785842
bouteille_b,False,50,W007007,True,True,True,False,2024-11-14 14:43:12.806718,2024-11-14 14:43:12.830720
yaourt,False,53,W014012,True,False,False,False,2024-11-14 14:43:12.841902,2024-11-14 14:43:12.877855
conserve,True,88,S034005,True,True,False,False,2024-11-14 14:43:12.955895,2024-11-14 14:43:12.997473
dechet,False,74,T047063,True,False,False,False,2024-11-14 14:43:13.073914,2024-11-14 14:43:13.114044
carton_petit,False,106,B052020,True,True,False,False,2024-11-14 14:43:13.139483,2024-11-14 14:43:13.170904
yaourt,False,40,W040009,True,False,False,False,2024-11-14 14:43:13.239872,2024-11-14 14:43:13.268319
tetrapak,False,37,B103002,True,True,False,False,2024-11-14 14:43:13.388090,2024-11-14 14:43:13.419975
carton_petit,False,116,B078023,True,True,False,False,2024-11-14 14:43:13.485718,2024-11-14 14:43:13.517373
dechet,False,220,B053015,True,True,True,True,2024-11-14 14:43:13.557068,2024-11-14 14:43:13.559553
carton_grand,False,271,B087014,True,True,True,False,2024-11-14 14:43:13.666907,2024-11-14 14:43:13.669587
conserve,True,81,S012005,True,False,False,False,2024-11-14 14:43:13.708771,2024-11-14 14:43:13.755705
dechet,False,53,W038019,True,False,False,False,2024-11-14 14:43:13.819327,2024-11-14 14:43:13.851322
tetrapak,False,59,B046013,True,False,False,False,2024-11-14 14:43:13.885471,2024-11-14 14:43:13.908585
conserve,True,96,S037005,True,True,False,False,2024-11-14 14:43:14.011773,2024-11-14 14:43:14.051396
dechet,False,73,T036056,True,False,False,False,2024-11-14 14:43:14.102389,2024-11-14 14:43:14.135546
carton_grand,False,4,B117012,True,True,True,True,2024-11-14 14:43:14.249497,2024-11-14 14:43:14.319320
carton_grand,False,200,B068011,True,True,True,True,2024-11-14 14:43:14.335066,2024-11-14 14:43:14.337169
carton_grand,False,371,B082009,True,True,True,False,2024-11-14 14:43:14.438592,2024-11-14 14:43:14.439999
journal,False,310,B068035,True,True,True,True,2024-11-14 14:43:14.575238,2024-11-14 14:43:14.580119
dechet,False,114,B011057,True,False,False,False,2024-11-14 14:43:14.630837,2024-11-14 14:43:14.652054
dechet,False,105,B022039,True,True,False,False,2024-11-14 14:43:14.742887,2024-11-14 14:43:14.789360
dechet,False,190,B077010,False,False,False,False,2024-11-14 14:43:14.846669,2024-11-14 14:43:14.961955
bouteille_t,False,76,T051124,True,False,False,False,2024-11-14 14:43:14.949496,2024-11-14 14:43:14.983512
carton_grand,False,341,B059012,False,False,False,False,2024-11-14 14:43:15.024100,2024-11-14 14:43:15.136380
conserve,True,61,S035005,True,True,False,False,2024-11-14 14:43:15.141949,2024-11-14 14:43:15.187001
dechet,False,49,W044009,True,False,False,False,2024-11-14 14:43:15.268815,2024-11-14 14:43:15.290157
bouteille_b,False,147,W013003,True,True,False,False,2024-11-14 14:43:15.405391,2024-11-14 14:43:15.447894
journal,False,330,B004051,False,False,False,False,2024-11-14 14:43:15.414433,2024-11-14 14:43:15.577152
journal,False,195,B038048,False,False,False,False,2024-11-14 14:43:15.490626,2024-11-14 14:43:15.699859
dechet,False,126,B086005,True,True,True,False,2024-11-14 14:43:15.605964,2024-11-14 14:43:15.608245
dechet,False,95,T046070,True,True,False,False,2024-11-14 14:43:15.721274,2024-11-14 14:43:15.735389
yaourt,False,67,W040006,True,False,False,False,2024-11-14 14:43:15.821788,2024-11-14 14:43:15.865639
canette,True,86,S024005,True,False,False,False,2024-11-14 14:43:15.901992,2024-11-14 14:43:15.931824
dechet,False,3,B065010,True,True,True,False,2024-11-14 14:43:15.988758,2024-11-14 14:43:16.108836
dechet,False,83,B023045,True,False,False,False,2024-11-14 14:43:16.104901,2024-11-14 14:43:16.164780
dechet,False,69,B017069,True,True,False,False,2024-11-14 14:43:16.192019,2024-11-14 14:43:16.237921
conserve,True,86,S025003,True,True,False,False,2024-11-14 14:43:16.276267,2024-11-14 14:43:16.314215
carton_petit,False,95,B080014,True,True,False,False,2024-11-14 14:43:16.376815,2024-11-14 14:43:16.418591
bouteille_b,False,58,W005004,True,False,False,False,2024-11-14 14:43:16.428787,2024-11-14 14:43:16.521564
dechet,False,37,W039013,False,False,False,False,2024-11-14 14:43:16.541321,2024-11-14 14:43:16.563126
carton_grand,False,5,B095012,True,True,True,True,2024-11-14 14:43:16.660340,2024-11-14 14:43:16.744975
dechet,False,47,W037018,True,False,False,False,2024-11-14 14:43:16.766225,2024-11-14 14:43:16.788545
yaourt,False,59,W059008,True,False,False,False,2024-11-14 14:43:16.914332,2024-11-14 14:43:16.941026
carton_grand,False,168,B076010,False,False,False,False,2024-11-14 14:43:17.010404,2024-11-14 14:43:17.144298
bouteille_t,False,50,T052129,True,True,True,False,2024-11-14 14:43:17.114925,2024-11-14 14:43:17.151190
conserve,True,91,S035005,True,True,False,False,2024-11-14 14:43:17.232321,2024-11-14 14:43:17.274252
dechet,False,97,B021051,True,True,False,False,2024-11-14 14:43:17.338465,2024-11-14 14:43:17.364400
tetrapak,False,48,B114009,True,True,False,False,2024-11-14 14:43:17.502069,2024-11-14 14:43:17.531655
bouteille_b,False,202,W005004,True,False,False,False,2024-11-14 14:43:17.558625,2024-11-14 14:43:17.603462
tetrapak,False,62,B065012,True,False,False,False,2024-11-14 14:43:17.651748,2024-11-14 14:43:17.677482
yaourt,False,72,W021010,True,False,False,False,2024-11-14 14:43:17.705962,2024-11-14 14:43:17.732612
dechet,False,44,W041015,True,True,False,False,2024-11-14 14:43:17.825251,2024-11-14 14:43:17.854091
dechet,False,51,W027010,True,False,False,False,2024-11-14 14:43:17.904933,2024-11-14 14:43:17.931357
dechet,False,60,T031082,True,False,False,False,2024-11-14 14:43:17.983860,2024-11-14 14:43:18.032522
carton_petit,False,80,B097025,True,True,False,False,2024-11-14 14:43:18.105267,2024-11-14 14:43:18.148645
conserve,True,90,S033006,True,False,False,False,2024-11-14 14:43:18.218311,2024-11-14 14:43:18.246699
dechet,False,260,B081010,False,False,False,False,2024-11-14 14:43:18.326616,2024-11-14 14:43:18.435984
bouteille_b,False,61,W010004,True,True,False,False,2024-11-14 14:43:18.434698,2024-11-14 14:43:18.521739
tetrapak,False,77,B064006,True,False,False,False,2024-11-14 14:43:18.526270,2024-11-14 14:43:18.556311
carton_petit,False,79,B080013,True,True,False,False,2024-11-14 14:43:18.626678,2024-11-14 14:43:18.659142
tetrapak,False,56,B057007,True,False,False,False,2024-11-14 14:43:18.709379,2024-11-14 14:43:18.745662
dechet,False,54,B013052,True,True,False,False,2024-11-14 14:43:18.778977,2024-11-14 14:43:18.829675
dechet,False,103,T043086,True,True,False,False,2024-11-14 14:43:18.887714,2024-11-14 14:43:18.931087
carton_grand,False,301,B131010,False,False,False,False,2024-11-14 14:43:19.052256,2024-11-14 14:43:19.133931
canette,True,91,S025004,True,False,False,False,2024-11-14 14:43:19.136675,2024-11-14 14:43:19.182559
yaourt,False,78,W032013,True,False,False,False,2024-11-14 14:43:19.217546,2024-11-14 14:43:19.244681
dechet,False,56,T035057,True,True,False,False,2024-11-14 14:43:19.305490,2024-11-14 14:43:19.337093
dechet,False,87,B006025,True,True,True,False,2024-11-14 14:43:19.339611,2024-11-14 14:43:19.385491
carton_grand,False,202,B101017,True,True,True,True,2024-11-14 14:43:19.466384,2024-11-14 14:43:19.468324
carton_petit,False,101,B063036,True,True,True,False,2024-11-14 14:43:19.546077,2024-11-14 14:43:19.581251
dechet,False,58,W053010,True,False,False,False,2024-11-14 14:43:19.698258,2024-11-14 14:43:19.735227
conserve,True,92,S025003,True,True,False,False,2024-11-14 14:43:19.784253,2024-11-14 14:43:19.829441
conserve,True,88,S035005,True,True,True,False,2024-11-14 14:43:19.902343,2024-11-14 14:43:19.940568
carton_petit,False,89,B083022,True,True,False,False,2024-11-14 14:43:20.007042,2024-11-14 14:43:20.056847
dechet,False,82,T054068,True,True,False,False,2024-11-14 14:43:20.142345,2024-11-14 14:43:20.176167
carton_petit,False,67,B110015,True,True,True,False,2024-11-14 14:43:20.280481,2024-11-14 14:43:20.318728
journal,False,10,B063045,True,True,True,True,2024-11-14 14:43:20.408237,2024-11-14 14:43:20.541059
conserve,True,67,S038002,True,True,False,False,2024-11-14 14:43:20.537568,2024-11-14 14:43:20.577009
bouteille_b,False,81,W011006,True,True,True,False,2024-11-14 14:43:20.650004,2024-11-14 14:43:20.683138
conserve,True,99,S034003,True,True,True,False,2024-11-14 14:43:20.764367,2024-11-14 14:43:20.820586
bouteille_b,False,46,W012004,True,False,False,False,2024-11-14 14:43:20.885703,2024-11-14 14:43:20.981608
yaourt,False,61,W057008,True,False,False,False,2024-11-14 14:43:21.029122,2024-11-14 14:43:21.063017
carton_grand,False,279,B077015,False,False,False,False,2024-11-14 14:43:21.126397,2024-11-14 14:43:21.215081
conserve,True,60,S024003,True,False,False,False,2024-11-14 14:43:21.209625,2024-11-14 14:43:21.250584
journal,False,13,B071042,True,True,True,True,2024-11-14 14:43:21.352879,2024-11-14 14:43:21.504672
conserve,True,97,S033004,True,True,True,False,2024-11-14 14:43:21.464561,2024-11-14 14:43:21.497060
tetrapak,False,50,B054012,True,False,False,False,2024-11-14 14:43:21.541755,2024-11-14 14:43:21.570265
canette,True,64,S027005,True,True,True,False,2024-11-14 14:43:21.634966,2024-11-14 14:43:21.664744
dechet,False,201,B080008,True,True,True,True,2024-11-14 14:43:21.741828,2024-11-14 14:43:21.744436
dechet,False,47,T034098,True,True,False,False,2024-11-14 14:43:21.827089,2024-11-14 14:43:21.849240
canette,True,48,S027005,True,False,False,False,2024-11-14 14:43:21.920259,2024-11-14 14:43:21.945844
carton_petit,False,101,B088020,True,True,False,False,2024-11-14 14:43:22.031073,2024-11-14 14:43:22.077928
carton_petit,False,84,B094018,True,True,True,False,2024-11-14 14:43:22.149231,2024-11-14 14:43:22.194283
dechet,False,37,B020038,True,True,False,False,2024-11-14 14:43:22.252211,2024-11-14 14:43:22.291566
dechet,False,68,W027021,True,False,False,False,2024-11-14 14:43:22.331448,2024-11-14 14:43:22.365568
yaourt,False,68,W057007,True,True,False,False,2024-11-14 14:43:22.475707,2024-11-14 14:43:22.501632
journal,False,255,B022019,False,False,False,False,2024-11-14 14:43:22.520558,2024-11-14 14:43:22.696319
conserve,True,76,S028003,True,True,False,False,2024-11-14 14:43:22.615609,2024-11-14 14:43:22.655512
dechet,False,70,T053076,True,True,False,False,2024-11-14 14:43:22.749264,2024-11-14 14:43:22.796488
yaourt,False,81,W062011,True,False,False,False,2024-11-14 14:43:22.904649,2024-11-14 14:43:22.925300
dechet,False,153,B088011,True,True,True,False,2024-11-14 14:43:23.022122,2024-11-14 14:43:23.024277
carton_petit,False,98,B089005,True,True,True,False,2024-11-14 14:43:23.133608,2024-11-14 14:43:23.167757
canette,True,54,S054005,True,False,False,False,2024-11-14 14:43:23.315246,2024-11-14 14:43:23.368856
dechet,False,169,B062025,False,False,False,False,2024-11-14 14:43:23.398274,2024-11-14 14:43:23.476666
carton_petit,False,88,B090013,True,True,False,False,2024-11-14 14:43:23.511925,2024-11-14 14:43:23.561295
dechet,False,80,B026045,True,True,False,False,2024-11-14 14:43:23.644254,2024-11-14 14:43:23.697383
tetrapak,False,49,B097012,True,False,False,False,2024-11-14 14:43:23.784000,2024-11-14 14:43:23.799699
yaourt,False,66,W051007,True,False,False,False,2024-11-14 14:43:23.911666,2024-11-14 14:43:23.933341
canette,True,54,S033008,True,False,False,False,2024-11-14 14:43:24.022363,2024-11-14 14:43:24.065546
carton_grand,False,207,B076017,False,False,False,False,2024-11-14 14:43:24.117377,2024-11-14 14:43:24.275906
bouteille_b,False,79,W009004,True,True,True,True,2024-11-14 14:43:24.214556,2024-11-14 14:43:24.232520
dechet,False,59,W040009,True,False,False,False,2024-11-14 14:43:24.329527,2024-11-14 14:43:24.356449
tetrapak,False,79,B117008,True,False,False,False,2024-11-14 14:43:24.497655,2024-11-14 14:43:24.531655
dechet,False,42,W033011,False,False,False,False,2024-11-14 14:43:24.593968,2024-11-14 14:43:24.623917
dechet,False,42,W023013,True,False,False,False,2024-11-14 14:43:24.662381,2024-11-14 14:43:24.693176
dechet,False,110,B027045,True,True,False,False,2024-11-14 14:43:24.797763,2024-11-14 14:43:24.832906
tetrapak,False,66,B053010,True,False,False,False,2024-11-14 14:43:24.874802,2024-11-14 14:43:24.902049
bouteille_t,False,232,T047103,True,False,False,False,2024-11-14 14:43:24.970149,2024-11-14 14:43:25.002282
bouteille_t,False,68,T061069,True,True,True,False,2024-11-14 14:43:25.092713,2024-11-14 14:43:25.130066
canette,True,85,S020007,True,False,False,False,2024-11-14 14:43:25.159946,2024-11-14 14:43:25.194044
dechet,False,108,B016065,True,False,False,False,2024-11-14 14:43:25.241255,2024-11-14 14:43:25.266157
carton_petit,False,66,B090022,True,True,False,False,2024-11-14 14:43:25.354294,2024-11-14 14:43:25.395997
bouteille_b,False,67,W007004,True,True,True,True,2024-11-14 14:43:25.427172,2024-11-14 14:43:25.458193
bouteille_t,False,46,T051063,True,False,False,False,2024-11-14 14:43:25.530197,2024-11-14 14:43:25.584916
conserve,True,96,S044004,True,True,False,False,2024-11-14 14:43:25.678707,2024-11-14 14:43:25.719729
dechet,False,70,W045022,True,True,False,False,2024-11-14 14:43:25.809772,2024-11-14 14:43:25.836780
tetrapak,False,66,B079011,True,False,False,False,2024-11-14 14:43:25.923631,2024-11-14 14:43:25.962426
dechet,False,97,B027056,True,True,False,False,2024-11-14 14:43:26.063401,2024-11-14 14:43:26.111207
yaourt,False,60,W044009,True,False,False,False,2024-11-14 14:43:26.174232,2024-11-14 14:43:26.203865
yaourt,False,36,W058007,True,False,False,False,2024-11-14 14:43:26.321235,2024-11-14 14:43:26.350149
carton_petit,False,100,B127027,True,True,True,False,2024-11-14 14:43:26.480200,2024-11-14 14:43:26.524784
journal,False,9,B048072,True,True,True,True,2024-11-14 14:43:26.576571,2024-11-14 14:43:26.675895
carton_petit,False,68,B115021,True,True,False,False,2024-11-14 14:43:26.721518,2024-11-14 14:43:26.753270
dechet,False,118,T018073,True,True,False,False,2024-11-14 14:43:26.766610,2024-11-14 14:43:26.802585
dechet,False,55,B026018,True,True,False,False,2024-11-14 14:43:26.897553,2024-11-14 14:43:26.945983
journal,False,13,B056033,True,True,True,True,2024-11-14 14:43:27.010256,2024-11-14 14:43:27.209516
dechet,False,111,T054070,True,True,False,False,2024-11-14 14:43:27.147667,2024-11-14 14:43:27.191595
bouteille_b,False,72,W010004,True,True,False,False,2024-11-14 14:43:27.251786,2024-11-14 14:43:27.333630
dechet,False,100,B024023,True,True,True,False,2024-11-14 14:43:27.375497,2024-11-14 14:43:27.417744
carton_petit,False,100,B099024,True,False,False,False,2024-11-14 14:43:27.500333,2024-11-14 14:43:27.531366
journal,False,397,B050051,False,False,False,False,2024-11-14 14:43:27.601325,2024-11-14 14:43:27.677529
canette,True,70,S037005,True,False,False,False,2024-11-14 14:43:27.726943,2024-11-14 14:43:27.759954
tetrapak,False,61,B073009,True,False,False,False,2024-11-14 14:43:27.831435,2024-11-14 14:43:27.855080
conserve,True,126,S036002,True,True,True,False,2024-11-14 14:43:27.952777,2024-11-14 14:43:27.996604
carton_grand,False,3,B071019,True,True,True,True,2024-11-14 14:43:28.042180,2024-11-14 14:43:28.182977
dechet,False,68,T048093,True,True,False,False,2024-11-14 14:43:28.163058,2024-11-14 14:43:28.201700
yaourt,False,84,W044010,False,False,False,False,2024-11-14 14:43:28.275183,2024-11-14 14:43:28.305911
carton_petit,False,74,B088020,True,True,False,False,2024-11-14 14:43:28.385272,2024-11-14 14:43:28.420515
carton_grand,False,235,B040020,True,True,True,True,2024-11-14 14:43:28.436150,2024-11-14 14:43:28.438724
dechet,False,96,B018068,True,True,True,False,2024-11-14 14:43:28.527200,2024-11-14 14:43:28.583206
yaourt,False,68,W045010,True,False,False,False,2024-11-14 14:43:28.640795,2024-11-14 14:43:28.663691
canette,True,81,S017003,True,False,False,False,2024-11-14 14:43:28.698931,2024-11-14 14:43:28.737062
tetrapak,False,59,B077006,True,True,False,False,2024-11-14 14:43:28.809883,2024-11-14 14:43:28.829199
carton_grand,False,134,B070004,False,False,False,False,2024-11-14 14:43:28.897907,2024-11-14 14:43:28.982572
yaourt,False,66,W039011,True,False,False,False,2024-11-14 14:43:28.995949,2024-11-14 14:43:29.017034
dechet,False,141,B089005,True,True,True,False,2024-11-14 14:43:29.115092,2024-11-14 14:43:29.116562
bouteille_t,False,54,T042162,True,True,False,False,2024-11-14 14:43:29.199717,2024-11-14 14:43:29.265888
yaourt,False,61,W042010,True,False,False,False,2024-11-14 14:43:29.305334,2024-11-14 14:43:29.341132
canette,True,59,S027001,False,False,False,False,2024-11-14 14:43:29.395487,2024-11-14 14:43:29.444850
yaourt,False,56,W057007,True,True,False,False,2024-11-14 14:43:29.539548,2024-11-14 14:43:29.572834
dechet,False,68,W015012,True,False,False,False,2024-11-14 14:43:29.584472,2024-11-14 14:43:29.616093
tetrapak,False,65,B090014,True,False,False,False,2024-11-14 14:43:29.713716,2024-11-14 14:43:29.732582
dechet,False,6,B086011,True,True,True,False,2024-11-14 14:43:29.829111,2024-11-14 14:43:29.892497
carton_petit,False,91,B093031,True,False,False,False,2024-11-14 14:43:29.946236,2024-11-14 14:43:29.995475
tetrapak,False,77,B051014,True,True,False,False,2024-11-14 14:43:30.020193,2024-11-14 14:43:30.043705
dechet,False,65,T037057,True,False,False,False,2024-11-14 14:43:30.113946,2024-11-14 14:43:30.161101
bouteille_t,False,73,T067108,True,True,True,True,2024-11-14 14:43:30.248758,2024-11-14 14:43:30.272353
canette,True,73,S041005,True,False,False,False,2024-11-14 14:43:30.388499,2024-11-14 14:43:30.418804
canette,True,72,S025004,True,True,False,False,2024-11-14 14:43:30.472187,2024-11-14 14:43:30.504504
bouteille_t,False,54,T060064,True,True,False,False,2024-11-14 14:43:30.592718,2024-11-14 14:43:30.659151
dechet,False,87,B023053,True,True,False,False,2024-11-14 14:43:30.712630,2024-11-14 14:43:30.754648
tetrapak,False,68,B091006,True,False,False,False,2024-11-14 14:43:30.842820,2024-11-14 14:43:30.878062
carton_petit,False,106,B075022,True,True,False,False,2024-11-14 14:43:30.937597,2024-11-14 14:43:30.976282
dechet,False,5,B059021,True,True,True,False,2024-11-14 14:43:31.017095,2024-11-14 14:43:31.126691
journal,False,9,B068037,True,True,True,True,2024-11-14 14:43:31.153611,2024-11-14 14:43:31.273927
carton_petit,False,121,B054014,True,True,False,False,2024-11-14 14:43:31.221674,2024-11-14 14:43:31.258673
