#### EXPORT DONNEES METEO POUR "NANTES" (LAT/LON: 47.218371/-1.553621)
#### DONNEES PROVENANT DE WWW.HISTORIQUE-METEO.NET - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/weathercodes.txt
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C
2024-06-28,22,10,13,10,20,22,0,92,10,1020,8.375,24,13,9,113,113,113,0,5,15,météo favorable,22:06:00,06:13:00,11
2024-06-29,20,12,20,12,20,18,0,86,10,1018,44.375,20,14,10,116,116,119,0,5,13,météo favorable,22:06:00,06:13:00,12
2024-06-30,20,13,12,13,20,20,0,88,10,1017,44.5,20,14,12,116,116,116,0,5,15,météo favorable,22:06:00,06:14:00,13
2024-07-01,20,11,18,11,19,19,0,91,10,1022,61.75,21,14,10,113,119,176,0,4,7,météo correcte,22:06:00,06:14:00,14
2024-07-02,19,11,18,12,18,19,0,94,10,1023,61.125,19,14,11,119,176,176,0,5,8,météo correcte,22:05:00,06:15:00,12
2024-07-03,18,11,22,11,16,18,0,90,10,1019,45.25,18,12,11,116,122,116,0,4,13,météo correcte,22:05:00,06:16:00,11
2024-07-04,19,12,22,12,18,18,0.1,91,10,1018,25.875,19,15,10,116,113,113,0,4,15,météo favorable,22:05:00,06:16:00,14
2024-07-05,19,13,11,14,18,18,0,86,10,1017,25,19,13,13,113,116,116,0,5,15,météo favorable,22:04:00,06:17:00,13
2024-07-06,18,14,31,15,18,17,0,87,10,1015,32.75,18,15,13,116,113,113,0,5,14,météo favorable,22:04:00,06:18:00,17
2024-07-07,18,13,21,14,17,18,0.4,79,9.875,1016,50.625,18,12,12,176,176,116,0,5,10,météo favorable,22:03:00,06:18:00,13
2024-07-08,20,14,15,15,16,19,0.2,89,10,1016,76.5,20,13,13,176,122,116,0,4,11,météo défavorable,22:03:00,06:19:00,15
2024-07-09,19,16,12,16,17,17,1.7,97,8.875,1014,85.625,19,16,16,353,176,122,0,4,2,météo défavorable,22:02:00,06:20:00,16
2024-07-10,20,15,21,16,20,19,0.1,97,10,1020,42.5,20,16,16,119,176,113,0,5,15,météo favorable,22:02:00,06:21:00,16
2024-07-11,21,15,14,15,21,19,0.7,92,7.75,1020,85.375,24,17,15,122,176,353,0,4,7,météo défavorable,22:01:00,06:22:00,15
2024-07-12,19,11,25,11,19,18,0.4,96,10,1017,75.625,19,13,9,119,176,176,0,4,9,météo défavorable,22:00:00,06:23:00,13
2024-07-13,18,11,13,11,18,18,0,92,9,1017,30.5,18,12,11,116,176,113,0,5,14,météo favorable,22:00:00,06:24:00,11
2024-07-14,19,11,10,12,16,19,0,91,10,1015,25.25,19,11,11,113,119,113,0,5,13,météo correcte,21:59:00,06:25:00,12
2024-07-15,19,14,12,15,16,19,3.8,93,9.625,1014,64.25,19,15,14,176,176,116,0,5,3,météo correcte,21:58:00,06:26:00,14
2024-07-16,20,15,21,16,19,19,0.3,91,10,1020,45.25,20,15,16,176,116,113,0,4,14,météo favorable,21:57:00,06:27:00,16
2024-07-17,22,13,13,13,21,22,0,95,9,1021,16.125,25,15,12,143,113,113,0,5,15,météo favorable,21:56:00,06:28:00,13
2024-07-18,26,16,10,16,25,25,0,85,10,1019,30,27,16,16,116,113,113,0,6,15,météo favorable,21:56:00,06:29:00,16
2024-07-19,24,17,16,17,24,22,0,89,10,1020,5.625,25,16,17,113,113,113,0,6,15,météo idéale,21:55:00,06:30:00,17
2024-07-20,21,17,27,17,21,19,2,96,8,1017,73.625,24,18,17,143,176,353,0,5,1,météo défavorable,21:54:00,06:31:00,17
2024-07-21,20,15,25,17,19,20,0.3,95,7,1018,63.625,20,17,17,143,176,113,0,4,5,météo correcte,21:53:00,06:32:00,17
2024-07-22,19,14,20,16,19,19,0,84,10,1021,77.375,19,17,16,119,176,176,0,5,1,météo défavorable,21:52:00,06:33:00,14
2024-07-23,22,15,21,18,19,20,0,97,10,1022,67.875,25,18,18,119,176,113,0,4,8,météo défavorable,21:50:00,06:34:00,19
2024-07-24,23,13,13,13,22,21,0,92,10,1024,11.625,25,14,12,113,113,116,0,5,15,météo favorable,21:49:00,06:35:00,13
2024-07-25,22,14,18,14,22,21,0,90,10,1019,14.875,25,16,14,113,113,113,0,5,15,météo favorable,21:48:00,06:37:00,14
2024-07-26,22,17,18,18,22,20,0,96,6.75,1014,60,25,17,18,143,113,116,0,4,12,météo correcte,21:47:00,06:38:00,18
2024-07-27,21,16,11,16,19,19,0,88,10,1019,73.5,24,15,16,119,122,116,0,4,9,météo défavorable,21:46:00,06:39:00,17
2024-07-28,26,12,23,12,23,26,0,91,10,1023,5.625,26,14,10,113,113,113,0,5,15,météo favorable,21:45:00,06:40:00,13
2024-07-29,30,17,20,17,27,30,0,81,10,1020,3.875,33,20,17,113,113,113,0,6,15,météo idéale,21:43:00,06:42:00,18
2024-07-30,29,20,18,21,29,25,0,89,9.875,1015,16.875,32,21,21,113,113,113,0,6,15,météo idéale,21:42:00,06:43:00,21
2024-07-31,27,20,14,20,27,24,1.6,98,8.125,1013,63.25,29,21,20,248,113,299,0,5,12,météo correcte,21:41:00,06:44:00,20
2024-08-01,26,18,18,18,26,24,0,92,10,1014,5.75,27,17,18,113,113,113,0,6,15,météo idéale,21:39:00,06:45:00,18
2024-08-02,23,14,21,14,23,21,0,91,10,1016,0.875,25,15,13,113,113,113,0,5,15,météo favorable,21:38:00,06:47:00,14
2024-08-03,22,16,22,16,22,21,0,93,9,1017,49.25,25,18,16,116,116,119,0,5,11,météo favorable,21:36:00,06:48:00,16
2024-08-04,23,15,18,16,23,21,0.1,94,8,1018,29.375,25,18,16,143,113,113,0,4,15,météo favorable,21:35:00,06:49:00,18
2024-08-05,23,14,17,14,22,22,0,92,10,1016,4,25,16,15,113,113,113,0,5,15,météo favorable,21:33:00,06:50:00,15
2024-08-06,22,15,20,17,22,20,0.3,94,9,1014,48.25,25,19,17,113,176,116,0,5,7,météo favorable,21:32:00,06:52:00,17
2024-08-07,21,14,19,14,21,20,0,83,10,1018,36.5,24,15,13,113,113,116,0,5,14,météo favorable,21:30:00,06:53:00,14
2024-08-08,23,13,17,13,22,21,0,87,10,1019,12,25,15,13,113,113,113,0,5,15,météo favorable,21:29:00,06:54:00,13
2024-08-09,24,17,19,18,22,22,0,95,9,1022,35.875,25,18,18,143,176,113,0,6,11,météo favorable,21:27:00,06:56:00,18
2024-08-10,29,14,9,14,26,28,0,90,10,1022,3.125,29,16,14,113,113,113,0,6,15,météo favorable,21:26:00,06:57:00,16
2024-08-11,34,18,25,18,31,33,0,77,10,1019,4,35,17,18,113,113,113,0,7,15,météo favorable,21:24:00,06:58:00,18
2024-08-12,26,19,21,20,26,22,0,77,10,1011,4.25,27,19,20,113,113,113,0,6,14,météo idéale,21:22:00,07:00:00,22
2024-08-13,22,15,21,15,22,21,0,87,10,1014,11.625,25,15,15,113,113,113,0,5,14,météo favorable,21:21:00,07:01:00,15
2024-08-14,23,16,12,18,22,22,0.5,94,9,1018,65.5,25,17,18,143,353,116,0,5,8,météo défavorable,21:19:00,07:02:00,18
2024-08-15,22,12,20,12,21,21,0,88,10,1020,2.75,24,15,11,113,113,113,0,5,14,météo favorable,21:17:00,07:03:00,12
2024-08-16,23,17,21,19,22,21,0.1,94,9,1020,75.375,25,18,19,122,176,119,0,6,8,météo défavorable,21:15:00,07:05:00,18
2024-08-17,23,16,18,18,20,21,4.4,98,6.375,1017,69.5,25,19,18,302,119,113,0,4,9,météo défavorable,21:14:00,07:06:00,19
2024-08-18,22,12,22,12,21,20,0,86,10,1019,15.375,24,14,10,113,113,113,0,4,14,météo favorable,21:12:00,07:07:00,12
2024-08-19,22,12,17,12,22,21,0,91,10,1020,9.25,25,15,12,113,116,113,0,5,14,météo favorable,21:10:00,07:09:00,13
2024-08-20,22,14,28,18,20,21,1,91,9.875,1019,41.125,25,18,18,119,176,113,0,5,10,météo favorable,21:08:00,07:10:00,17
2024-08-21,21,10,18,10,20,19,0,89,10,1023,1.25,21,10,9,113,113,113,0,5,14,météo favorable,21:06:00,07:11:00,11
2024-08-22,21,12,23,12,21,20,0,80,10,1018,13.75,21,16,12,113,113,113,0,5,13,météo favorable,21:05:00,07:13:00,12
2024-08-23,22,19,27,19,22,21,0.1,93,10,1013,88.625,24,18,19,176,176,122,0,5,1,météo défavorable,21:03:00,07:14:00,19
2024-08-24,21,14,31,19,18,19,1,96,10,1017,50.5,24,19,18,116,353,113,0,5,7,météo correcte,21:01:00,07:15:00,19
2024-08-25,20,12,20,12,19,18,0,82,10,1024,22.75,20,10,12,176,113,113,0,5,11,météo favorable,20:59:00,07:17:00,12
2024-08-26,21,12,15,12,20,20,0,90,10,1024,10.75,24,12,12,113,113,113,0,5,12,météo favorable,20:57:00,07:18:00,13
2024-08-27,27,14,13,14,26,25,0,66,10,1020,7.75,27,12,13,113,113,113,0,6,13,météo favorable,20:55:00,07:19:00,14
2024-08-28,26,16,14,16,26,23,0,70,10,1015,7,26,14,16,113,113,113,0,6,13,météo idéale,20:53:00,07:21:00,17
2024-08-29,25,15,15,15,22,22,0.2,91,9,1019,41.375,25,15,14,116,176,116,0,5,11,météo favorable,20:51:00,07:22:00,15
2024-08-30,17,14,21,15,15,17,4.2,95,9.625,1020,86.625,17,14,12,353,353,119,0,4,2,météo défavorable,20:49:00,07:23:00,16
2024-08-31,26,15,22,15,23,25,1.3,87,10,1019,66.75,27,18,15,122,116,386,0,5,7,météo défavorable,20:47:00,07:25:00,15
2024-09-01,20,18,11,18,19,20,1.5,97,8,1014,79.25,20,18,18,353,266,119,0,5,2,météo défavorable,20:45:00,07:26:00,18
2024-09-02,20,14,21,18,17,18,0.9,96,6.375,1015,51.625,20,17,17,263,176,116,0,4,7,météo favorable,20:43:00,07:27:00,17
2024-09-03,21,15,15,16,20,19,0.2,84,10,1019,60.25,24,15,16,176,116,176,0,4,7,météo correcte,20:41:00,07:29:00,18
2024-09-04,20,12,22,12,20,18,0,86,10,1020,36,20,13,11,113,176,176,0,5,11,météo favorable,20:39:00,07:30:00,13
2024-09-05,17,13,14,13,17,16,0,71,10,1016,62.125,17,11,12,176,176,113,0,3,9,météo correcte,20:37:00,07:31:00,13
2024-09-06,17,12,17,12,17,16,0,86,10,1010,54,17,11,10,113,176,116,0,4,6,météo correcte,20:35:00,07:33:00,12
2024-09-07,16,13,15,13,15,16,3.6,96,8.625,1009,64,16,14,12,119,302,176,0,4,5,météo correcte,20:33:00,07:34:00,13
2024-09-08,17,15,34,16,16,17,5.1,95,8.875,1011,82.375,17,16,16,353,353,176,0,4,1,météo défavorable,20:31:00,07:35:00,16
2024-09-09,20,11,24,16,19,18,0,88,10,1019,38.625,20,15,16,176,113,113,0,4,11,météo favorable,20:29:00,07:37:00,17
2024-09-10,18,11,27,12,17,17,0,90,10,1021,40.5,18,14,11,113,176,116,0,5,7,météo favorable,20:27:00,07:38:00,11
2024-09-11,16,11,20,14,16,14,0.8,90,9,1016,81.25,16,15,12,176,119,266,0,3,4,météo défavorable,20:25:00,07:39:00,16
2024-09-12,17,9,18,10,17,15,0.1,67,10,1023,49.375,17,6,9,122,176,116,0,4,8,météo correcte,20:23:00,07:41:00,10
2024-09-13,18,8,14,8,16,17,0,85,10,1030,7.375,18,8,6,113,113,113,0,4,13,météo favorable,20:21:00,07:42:00,9
2024-09-14,19,9,15,9,17,18,0,81,10,1031,5.125,19,8,7,113,113,113,0,4,13,météo favorable,20:19:00,07:43:00,10
2024-09-15,21,9,12,9,18,19,0,69,10,1029,4.5,21,8,7,113,113,116,0,4,13,météo favorable,20:17:00,07:44:00,10
2024-09-16,22,10,20,10,20,20,0,79,10,1027,34.5,24,11,8,113,113,122,0,5,9,météo favorable,20:15:00,07:46:00,11
2024-09-17,23,12,28,12,21,22,0,94,10,1026,22.75,25,13,10,116,116,116,0,5,13,météo favorable,20:13:00,07:47:00,13
2024-09-18,24,14,31,14,22,23,0,89,10,1021,13.75,25,13,12,113,113,113,0,5,13,météo favorable,20:11:00,07:48:00,15
2024-09-19,24,15,25,15,22,23,0,71,10,1018,26.125,25,12,15,113,113,116,0,5,13,météo idéale,20:09:00,07:50:00,18
2024-09-20,24,13,19,14,22,21,0.9,78,9.625,1015,41.625,25,13,12,113,113,200,0,5,9,météo favorable,20:07:00,07:51:00,14
2024-09-21,19,14,14,14,18,17,1.3,96,6.875,1014,73.125,19,16,13,143,176,176,0,5,1,météo défavorable,20:05:00,07:52:00,14
2024-09-22,19,15,18,15,19,17,0.1,94,7,1013,39.5,19,15,15,143,176,113,0,4,11,météo favorable,20:03:00,07:54:00,15
2024-09-23,17,13,24,13,15,16,1.2,88,8.875,1012,67.125,17,14,13,113,176,176,0,4,8,météo défavorable,20:01:00,07:55:00,15
2024-09-24,19,14,17,14,18,17,0,89,10,1009,16.875,19,13,13,116,113,113,0,5,12,météo favorable,19:59:00,07:56:00,14
2024-09-25,16,14,35,16,15,16,11.3,96,7.75,1009,84.125,16,15,15,353,296,302,0,5,1,météo défavorable,19:57:00,07:58:00,15
2024-09-26,18,14,38,16,18,15,2.1,90,9.875,1001,79.125,18,15,16,176,353,176,0,4,5,météo défavorable,19:55:00,07:59:00,16
2024-09-27,15,10,40,13,13,13,2.3,80,9.875,1017,67.5,15,10,10,176,353,176,0,3,4,météo défavorable,19:53:00,08:00:00,13
2024-09-28,15,8,14,8,15,14,0,80,10,1027,36.25,15,7,6,116,176,116,0,4,10,météo correcte,19:51:00,08:02:00,9
2024-09-29,15,10,31,10,11,14,1.5,89,7.875,1026,71.25,15,13,8,116,266,176,0,4,5,météo défavorable,19:49:00,08:03:00,11
2024-09-30,16,14,40,16,16,15,0.4,84,10,1018,75.375,16,14,16,176,176,122,0,4,7,météo défavorable,19:47:00,08:04:00,16
2024-10-01,17,11,14,13,16,15,0.2,89,10,1017,41.25,17,12,12,176,116,113,0,3,11,météo correcte,19:45:00,08:05:00,14
2024-10-02,17,10,8,10,16,15,0.1,92,10,1014,50,17,11,9,116,116,176,0,4,8,météo correcte,19:43:00,08:07:00,11
2024-10-03,17,10,20,10,16,14,0,93,10,1021,28.625,17,11,8,113,116,116,0,4,10,météo correcte,19:41:00,08:08:00,11
2024-10-04,16,8,13,8,15,14,0,80,10,1020,16.875,16,8,6,113,113,113,0,4,10,météo correcte,19:39:00,08:10:00,9
2024-10-05,17,10,24,10,16,15,1.3,73,9.875,1018,41.25,17,10,8,116,113,176,0,4,7,météo correcte,19:37:00,08:11:00,10
2024-10-06,18,14,29,16,18,16,3.6,98,9.75,1004,84.375,18,16,16,296,176,176,0,4,5,météo défavorable,19:35:00,08:12:00,16
2024-10-07,17,14,30,15,17,15,1.1,93,8.875,1004,80.625,17,14,13,176,176,353,0,4,4,météo défavorable,19:33:00,08:14:00,15
2024-10-08,17,15,37,15,17,15,1.7,90,9.5,999,73.125,17,14,13,176,176,176,0,4,7,météo défavorable,19:32:00,08:15:00,15
2024-10-09,15,12,22,13,13,12,12.3,97,9,996,90.125,15,13,11,296,296,296,0,3,1,météo défavorable,19:30:00,08:16:00,14
2024-10-10,16,12,19,12,15,14,0.1,93,10,1012,59.625,16,11,10,176,113,176,0,4,6,météo correcte,19:28:00,08:18:00,13
2024-10-11,15,8,9,9,14,13,0,83,10,1015,37.125,15,8,8,113,122,113,0,4,7,météo correcte,19:26:00,08:19:00,9
2024-10-12,16,12,17,12,14,15,0.1,90,10,1015,68.25,16,12,10,176,122,113,0,3,6,météo défavorable,19:24:00,08:21:00,13
2024-10-13,19,11,15,12,16,16,0,79,10,1021,43.25,19,13,11,119,116,113,0,3,11,météo favorable,19:22:00,08:22:00,13
2024-10-14,21,14,15,14,20,18,0,90,10,1019,31.625,24,15,13,113,113,116,0,5,11,météo favorable,19:20:00,08:23:00,14
2024-10-15,18,14,18,14,17,18,1.3,92,10,1015,45.25,18,16,13,116,353,116,0,5,9,météo correcte,19:18:00,08:25:00,14
2024-10-16,18,16,31,17,18,16,4.9,98,9.625,1005,78.5,18,17,17,119,353,353,0,5,1,météo défavorable,19:16:00,08:26:00,18
2024-10-17,17,12,12,14,17,15,0.7,92,9.375,1016,58.625,17,14,14,116,122,113,0,3,4,météo correcte,19:14:00,08:28:00,15
2024-10-18,16,11,21,11,16,14,0,95,10,1018,19.625,16,11,9,119,113,113,0,4,11,météo correcte,19:13:00,08:29:00,11
2024-10-19,17,13,24,15,16,14,1.2,94,7.375,1019,55,17,15,13,266,116,113,0,3,10,météo correcte,19:11:00,08:31:00,15
2024-10-20,18,13,34,16,18,17,0.2,89,9.375,1021,79.625,18,15,16,122,122,176,0,5,1,météo défavorable,19:09:00,08:32:00,14
2024-10-21,15,10,19,15,13,12,3.2,96,5.75,1028,93.75,15,14,11,176,296,266,0,3,1,météo défavorable,19:07:00,08:33:00,14
2024-10-22,16,10,9,10,15,14,0,91,10,1033,28.875,16,11,11,113,176,113,0,4,9,météo correcte,19:05:00,08:35:00,11
2024-10-23,17,10,19,10,15,14,0,91,10,1033,1.875,17,10,8,113,113,113,0,4,11,météo correcte,19:04:00,08:36:00,11
2024-10-24,18,11,23,12,18,17,0,94,10,1023,32.625,18,15,10,113,113,176,0,4,8,météo favorable,19:02:00,08:38:00,11
2024-10-25,15,9,35,12,14,12,2.3,77,9.375,1020,73.375,15,13,10,353,176,176,0,3,3,météo défavorable,19:00:00,08:39:00,13
2024-10-26,13,8,14,8,13,12,0.1,69,10,1024,37.75,13,7,7,113,176,116,0,4,8,météo correcte,18:59:00,08:41:00,8
2024-10-27,14,12,13,12,13,14,0.1,82,10,1028,85,14,10,11,176,176,119,0,3,1,météo défavorable,18:57:00,08:42:00,12
2024-10-28,17,12,6,12,16,14,0,93,10,1027,19.625,17,13,12,116,113,113,0,4,10,météo correcte,17:55:00,07:44:00,12
2024-10-29,18,11,7,11,16,15,0,90,10,1027,8.625,18,12,11,113,113,113,0,4,10,météo favorable,17:54:00,07:46:00,12
2024-10-30,19,12,24,12,17,16,0,93,10,1025,7.125,19,12,10,113,113,113,0,4,10,météo favorable,17:52:00,07:47:00,12
2024-10-31,19,11,20,11,17,15,0,91,10,1024,3.75,19,12,9,113,113,113,0,4,10,météo favorable,17:51:00,07:49:00,11
2024-11-01,18,11,14,11,16,15,0,89,10,1027,2.625,18,11,10,113,113,113,0,4,10,météo favorable,17:49:00,07:50:00,12
2024-11-02,14,9,28,10,14,12,0,95,10,1030,25.875,14,10,8,116,116,113,0,4,10,météo correcte,17:48:00,07:52:00,10
2024-11-03,18,8,17,9,15,15,0,91,10,1025,2.875,18,11,6,113,113,113,0,4,10,météo favorable,17:46:00,07:53:00,9
2024-11-04,18,12,13,12,15,16,0,92,10,1023,25.875,18,14,10,113,122,116,0,4,9,météo correcte,17:45:00,07:55:00,12
2024-11-05,19,13,12,13,18,15,0,93,10,1023,12.625,19,14,12,113,113,113,0,4,10,météo favorable,17:43:00,07:56:00,13
2024-11-06,19,13,12,13,17,15,0,90,10,1028,15.875,19,13,12,113,113,113,0,4,10,météo favorable,17:42:00,07:58:00,13
2024-11-07,18,12,17,12,16,15,0,94,10,1027,6.5,18,12,10,113,113,113,0,4,10,météo favorable,17:41:00,07:59:00,13
2024-11-08,16,12,13,12,16,14,0.8,94,7,1022,41.625,16,13,11,113,116,143,0,4,6,météo correcte,17:39:00,08:00:00,12
2024-11-09,17,11,8,12,16,14,0,94,10,1026,34.375,17,13,11,116,116,116,0,4,9,météo correcte,17:38:00,08:02:00,12
2024-11-10,17,13,6,14,16,15,0,89,10,1029,73.625,17,13,14,176,116,119,0,4,6,météo défavorable,17:37:00,08:03:00,13
2024-11-11,15,9,15,10,13,13,0,84,10,1034,29.125,15,10,7,116,113,122,0,4,9,météo correcte,17:35:00,08:05:00,11
2024-11-12,11,6,28,6,10,10,0,90,10,1035,45.5,11,7,3,113,122,176,0,3,4,météo défavorable,17:34:00,08:06:00,7
2024-11-13,12,6,27,7,10,9,0,89,10,1031,24.125,12,6,2,113,113,113,0,3,9,météo défavorable,17:33:00,08:08:00,8
2024-11-14,12,5,19,6,10,10,0,89,10,1031,24.875,12,7,2,113,113,113,0,3,8,météo défavorable,17:32:00,08:09:00,6
2024-11-15,13,6,19,6,11,9,0,93,10,1029,6.375,13,7,3,113,113,113,0,3,9,météo correcte,17:31:00,08:11:00,7
2024-11-16,12,5,12,5,9,8,0,92,10,1023,7.375,12,5,3,113,113,113,0,3,9,météo très défavorable,17:30:00,08:12:00,6
2024-11-17,13,6,16,8,13,10,0.1,84,10,1021,49.25,13,9,6,113,176,122,0,3,4,météo correcte,17:29:00,08:13:00,6
2024-11-18,13,7,23,8,13,12,0.1,86,10,1022,62.875,13,9,8,116,119,176,0,4,5,météo correcte,17:28:00,08:15:00,7
2024-11-19,14,10,38,13,13,14,2.4,89,9,1012,92.875,14,12,10,353,353,353,0,3,3,météo défavorable,17:27:00,08:16:00,13
2024-11-20,10,6,17,7,8,7,0.1,87,10,1014,75,10,6,4,119,119,122,0,2,3,météo défavorable,17:26:00,08:18:00,8
2024-11-21,5,1,48,4,3,2,7.3,98,6.5,1015,84.25,5,3,-5,317,302,368,4.5,2,1,météo très défavorable,17:25:00,08:19:00,5
2024-11-22,9,3,18,4,9,7,0.3,83,10,1019,52.375,9,3,1,113,176,113,0,2,6,météo très défavorable,17:24:00,08:21:00,4
2024-11-23,14,7,41,10,13,13,0,81,10,1019,71.375,14,11,7,176,116,176,0,4,4,météo défavorable,17:23:00,08:22:00,8
2024-11-24,16,15,53,15,16,16,0.2,80,9,1008,48,16,12,12,113,113,119,0,4,8,météo correcte,17:22:00,08:23:00,15
2024-11-25,16,10,20,12,12,10,5.1,80,8.5,1019,53.875,16,12,9,266,113,113,0,3,5,météo correcte,17:22:00,08:25:00,12
2024-11-26,13,9,19,9,13,12,0.9,86,9.75,1019,62.75,13,10,7,176,176,176,0,4,6,météo correcte,17:21:00,08:26:00,10
2024-11-27,14,12,37,14,14,14,4.2,94,9.875,1020,99.875,14,13,11,176,353,353,0,3,1,météo défavorable,17:20:00,08:27:00,13
2024-11-28,14,11,8,13,14,12,0.6,96,9,1025,86.5,14,13,13,353,122,116,0,3,3,météo défavorable,17:20:00,08:29:00,13
2024-11-29,14,8,21,9,11,11,0,92,10,1025,21.75,14,10,5,116,113,113,0,4,9,météo correcte,17:19:00,08:30:00,10
2024-11-30,15,11,10,11,14,12,0,94,7,1026,27.875,15,12,10,143,116,113,0,4,9,météo correcte,17:19:00,08:31:00,11
